[2026-06-03 12:39:13.055] [info]  No state version found, assuming empty state.
[2026-06-03 12:39:13.317] [info]  [Process Isolation] Isolating process from debuggers and memory dumps
[2026-06-03 12:39:13.319] [info]  [NAPI] [INFO] desktop_core::process_isolation::process_isolation: Disabling ptrace and memory access for main via PR_SET_DUMPABLE. pid=194073
[2026-06-03 12:39:13.322] [info]  Coredumps are disabled in renderer process
[2026-06-03 12:39:13.979] [info]  [Native Messaging IPC] Clearing connected apps
[2026-06-03 12:39:13.982] [info]  State version: 75
[2026-06-03 12:39:13.994] [error] Unhandled error in angular Error: Error invoking remote method 'sshagent.clearkeys': Error: No handler registered for 'sshagent.clearkeys'
[2026-06-03 12:39:14.007] [info]  Retrieving application id
[2026-06-03 12:39:14.806] [info]  Environment did not respond in time, emitting previous config.
[2026-06-03 12:39:33.760] [info]  Retrieving application id
[2026-06-03 12:39:33.774] [info]  Retrieving application id
[2026-06-03 12:39:41.243] [info]  Retrieving application id
[2026-06-03 12:39:42.853] [info]  [KeyService] Deriving master key took 688ms
[2026-06-03 12:39:42.857] [info]  Retrieving application id
[2026-06-03 12:40:01.341] [info]  Active account changed, clearing SSH keys
[2026-06-03 12:40:01.357] [error] Failed to clear SSH keys Error: Error invoking remote method 'sshagent.clearkeys': Error: No handler registered for 'sshagent.clearkeys'
[2026-06-03 12:40:01.384] [info]  [NAPI] [INFO] desktop_core::password::password: falling back to get legacy Bitwarden afbd0824-c21a-4591-a141-ad09006598d6_accessTokenKey
[2026-06-03 12:40:01.414] [info]  Using SignalR for server notifications
[2026-06-03 12:40:01.489] [info]  [NAPI] [INFO] desktop_core::password::password: OS keyring is_locked=false
[2026-06-03 12:40:01.507] [info]  Successfully submitted two factor token
[2026-06-03 12:40:02.372] [info]  Active account changed, clearing SSH keys
[2026-06-03 12:40:02.375] [error] Failed to clear SSH keys Error: Error invoking remote method 'sshagent.clearkeys': Error: No handler registered for 'sshagent.clearkeys'
[2026-06-03 12:40:02.524] [info]  [SignalR] WebSocket connected to wss://notifications.bitwarden.com/hub?access_token=[REDACTED]
[2026-06-03 12:40:02.525] [info]  [SignalR] Using HubProtocol 'messagepack'.
[2026-06-03 12:40:02.983] [info]  [CipherService]: decrypt complete took 58.80000000074506 [ [ 'Items', 89 ] ]
[2026-06-03 12:40:03.151] [info]  [SearchService]: index complete took 159.59999999962747 [ [ 'Items', 89 ] ]
[2026-06-16 08:29:51.998] [info]  State version: 75
[2026-06-16 08:29:52.002] [info]  Migrator MinVersionMigrator (to version 3) should migrate: false - up
